Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Payment_Mode,Ride Distance (km),Driver Ratings,Customer Rating
12-11-2025,10:26:03,BG-20251112-01867,Successful,CUST107164,Prime Plus,Kalyan Nagar,Kalyan Nagar,5.3,3.4,0,NA,0,NA,0,NA,118.02,Cash,4.31,4.7,4.8
27-11-2025,09:33:34,BG-20251127-01868,Successful,CUST107183,Mini,MG Road,Kundalahalli,1.9,2.5,0,NA,0,NA,0,NA,70.73,UPI,0.46,4.2,5
27-11-2025,04:29:02,BG-20251127-01869,Successful,CUST100910,Auto,Rajajinagar,Chamarajpet,1.2,4.7,0,NA,0,NA,0,NA,35.96,Cash,1.37,4.4,4.1
17-11-2025,19:51:32,BG-20251117-01870,Successful,CUST103765,Prime Sedan,Sommanna Halli,Banashankari,10.3,3.5,0,NA,0,NA,0,NA,118.6,UPI,2.53,4,4.2
29-11-2025,22:04:24,BG-20251129-01871,Successful,CUST103448,Prime SUV,Frazer Town,Hombegowda Nagar,8.5,2.6,0,NA,0,NA,0,NA,143.6,Credit Card,1.89,4.5,3.9
17-11-2025,20:54:17,BG-20251117-01872,Successful,CUST101366,Mini,Sirsi Circle,Sadashivanagar,5.3,2.5,0,NA,0,NA,0,NA,74.37,Credit Card,3.15,4.6,3.6
10-11-2025,21:18:13,BG-20251110-01873,Cancelled by Driver,CUST106053,Mini,Adugodi,Kudlu Gate,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
25-11-2025,09:45:35,BG-20251125-01874,Successful,CUST107486,Bike,Rajankunte,Banaswadi,2.6,3.1,0,NA,0,NA,0,NA,33.72,Cash,1.52,5,4.1
23-11-2025,20:03:52,BG-20251123-01875,Successful,CUST106271,Auto,Srirampura,Srirampura,4,2.1,0,NA,0,NA,0,NA,56.03,Wallet,3.1,4.6,4.7
17-11-2025,07:44:22,BG-20251117-01876,Successful,CUST104042,Auto,Koramangala 4th Block,JP Nagar,1.9,3.5,0,NA,0,NA,0,NA,27.4,UPI,0.3,5,3.4
15-11-2025,01:26:30,BG-20251115-01877,Successful,CUST105156,Prime SUV,Yeshwanthpur,Vijayanagar,4.3,3.5,0,NA,0,NA,0,NA,195.44,Credit Card,4.49,5,4
12-11-2025,19:29:59,BG-20251112-01878,Cancelled by Customer,CUST101097,Prime Sedan,Yelahanka,Sommanna Halli,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
30-11-2025,01:12:11,BG-20251130-01879,Successful,CUST107963,Bike,Lalbagh,Kundalahalli,1.6,3.2,0,NA,0,NA,0,NA,40.36,Cash,7.49,4.3,4
16-11-2025,14:29:46,BG-20251116-01880,Cancelled by Customer,CUST105967,Prime SUV,Jakkur,Gottigere,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,UPI,NA,NA,NA
24-11-2025,12:24:08,BG-20251124-01881,Successful,CUST103655,Auto,Whitefield 2,Rajajinagar 2,1.2,1.3,0,NA,0,NA,0,NA,50.66,UPI,4.08,4.4,4.2
19-11-2025,07:55:49,BG-20251119-01882,Successful,CUST106512,Bike,Rajankunte,Sirsi Circle,1.4,2.5,0,NA,0,NA,0,NA,52.66,Wallet,5.62,5,4.5
08-11-2025,22:43:02,BG-20251108-01883,Cancelled by Driver,CUST106316,Prime Sedan,Nagarbhavi,Yelahanka,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,07:09:21,BG-20251121-01884,Successful,CUST107816,Bike,Gottigere,Frazer Town,6.1,3.6,0,NA,0,NA,0,NA,41.09,Cash,2.1,4.2,4
17-11-2025,00:54:22,BG-20251117-01885,Cancelled by Driver,CUST103659,Prime Sedan,Kengeri,Cunningham Road,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Cash,NA,NA,NA
23-11-2025,14:14:19,BG-20251123-01886,Cancelled by Customer,CUST100782,Prime Plus,Domlur,Rajankunte,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
05-11-2025,20:09:32,BG-20251105-01887,Successful,CUST105300,Mini,Chamarajpet,Chamarajpet,4.4,3.1,0,NA,0,NA,0,NA,156.99,Wallet,8.19,4.7,5
22-11-2025,14:51:12,BG-20251122-01888,Successful,CUST106300,Bike,Sadashivanagar,Hebbal,2.2,4.6,0,NA,0,NA,0,NA,23.29,Wallet,0.52,4.9,5
16-11-2025,23:31:07,BG-20251116-01889,Incomplete,CUST104222,eBike,Banaswadi,Rajajinagar,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,UPI,0.9,NA,NA
06-11-2025,01:17:57,BG-20251106-01890,Cancelled by Driver,CUST104320,eBike,Bommanahalli,Koramangala 4th Block,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
08-11-2025,20:25:08,BG-20251108-01891,Successful,CUST103088,Bike,Rajankunte,Electronic City,6.1,6.5,0,NA,0,NA,0,NA,21.8,UPI,0.3,5,3.8
25-11-2025,22:27:45,BG-20251125-01892,Cancelled by Customer,CUST102914,eBike,Banaswadi,Nagarbhavi,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
18-11-2025,14:03:37,BG-20251118-01893,Cancelled by Customer,CUST107540,Prime Plus,Adugodi,Rajajinagar 2,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
25-11-2025,23:53:49,BG-20251125-01894,Cancelled by Customer,CUST101672,Prime Sedan,Cunningham Road,Byatarayanapura,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
12-11-2025,05:09:55,BG-20251112-01895,Successful,CUST101202,Auto,Kalyan Nagar,Basavanagudi,3.8,1.6,0,NA,0,NA,0,NA,27.04,Cash,0.31,4.7,5
15-11-2025,16:42:28,BG-20251115-01896,Successful,CUST103978,Prime SUV,Koramangala 4th Block,Koramangala 4th Block,5.8,4,0,NA,0,NA,0,NA,159.4,Wallet,1.6,4.8,3.7
27-11-2025,13:02:06,BG-20251127-01897,Cancelled by Customer,CUST102770,Prime Plus,Kalyan Nagar,Rajajinagar 2,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
26-11-2025,20:54:31,BG-20251126-01898,Cancelled by Customer,CUST105193,Mini,Rajajinagar,Rajajinagar,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
09-11-2025,09:34:17,BG-20251109-01899,Successful,CUST103348,Mini,Lalbagh,Malleshwaram,7.2,6.9,0,NA,0,NA,0,NA,61.21,UPI,0.3,4.2,4.1
13-11-2025,11:48:51,BG-20251113-01900,Successful,CUST106196,Mini,Kundalahalli,Basavanagudi,2.8,2.2,0,NA,0,NA,0,NA,69.64,Credit Card,0.34,4.7,5
26-11-2025,20:21:03,BG-20251126-01901,Incomplete,CUST105402,Auto,Peenya,Kudlu Gate,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Credit Card,NA,NA,NA
15-11-2025,20:21:40,BG-20251115-01902,Successful,CUST107700,Auto,Jayanagar,Yelahanka,4.4,5.9,0,NA,0,NA,0,NA,40.16,UPI,3.38,5,5
10-11-2025,17:32:51,BG-20251110-01903,Successful,CUST106844,Bike,Yelahanka,Hebbal,3.8,1.1,0,NA,0,NA,0,NA,36.31,Wallet,2.75,4.9,4.5
16-11-2025,12:42:51,BG-20251116-01904,Successful,CUST106721,eBike,Richmond Town,Srirampura,2.5,4.7,0,NA,0,NA,0,NA,27.74,Cash,0.4,4.1,5
07-11-2025,18:25:54,BG-20251107-01905,Successful,CUST100729,eBike,Cunningham Road,Cunningham Road,4.9,3.6,0,NA,0,NA,0,NA,98.34,Wallet,15.47,4.7,4.7
17-11-2025,10:21:29,BG-20251117-01906,Cancelled by Customer,CUST106725,Prime Sedan,Sirsi Circle,Seshadripuram,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
23-11-2025,09:24:52,BG-20251123-01907,Cancelled by Driver,CUST106067,Prime Plus,Sirsi Circle,Lalbagh,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,UPI,NA,NA,NA
26-11-2025,19:46:36,BG-20251126-01908,Cancelled by Customer,CUST104651,Bike,Sahakara Nagar,Kengeri,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,10:40:09,BG-20251121-01909,Successful,CUST106867,Prime SUV,Frazer Town,HSR Layout,5.3,5.6,0,NA,0,NA,0,NA,224.53,Cash,5.86,4.2,4.1
22-11-2025,09:34:30,BG-20251122-01910,Successful,CUST103113,Prime SUV,Marathahalli,Ulsoor,9.9,2.5,0,NA,0,NA,0,NA,181.94,UPI,2.77,4.4,4.4
26-11-2025,05:06:25,BG-20251126-01911,Successful,CUST106302,Auto,HSR Layout,JP Nagar,3.4,4.7,0,NA,0,NA,0,NA,63.2,Cash,0.95,4.4,4.7
07-11-2025,06:28:16,BG-20251107-01912,Successful,CUST102441,Bike,Yelahanka,Rajajinagar 2,3.2,3.7,0,NA,0,NA,0,NA,59.16,Credit Card,6.26,4.8,4.4
14-11-2025,17:08:36,BG-20251114-01913,Successful,CUST107123,Prime Plus,Outer Ring Road,Frazer Town,7,4.4,0,NA,0,NA,0,NA,87.66,Credit Card,1.52,4.3,4.1
15-11-2025,07:19:42,BG-20251115-01914,Successful,CUST100729,Bike,HSR Layout,Electronic City,3,2.2,0,NA,0,NA,0,NA,61.05,UPI,5.64,3.7,3.8
21-11-2025,21:17:55,BG-20251121-01915,Cancelled by Driver,CUST103839,Prime Sedan,Malleshwaram,Koramangala,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Credit Card,NA,NA,NA
07-11-2025,06:13:39,BG-20251107-01916,Successful,CUST103755,Mini,Shivajinagar,Lalbagh,7.3,1.7,0,NA,0,NA,0,NA,60.71,Wallet,1,4.5,4.3
09-11-2025,22:33:58,BG-20251109-01917,Successful,CUST102524,Mini,Ulsoor,Frazer Town,3.7,4.7,0,NA,0,NA,0,NA,60.02,Credit Card,0.3,4.3,4.2
19-11-2025,10:54:51,BG-20251119-01918,Successful,CUST102708,Auto,Outer Ring Road,Yelahanka New Town,5,4.9,0,NA,0,NA,0,NA,28.76,Cash,0.3,5,4.9
16-11-2025,03:26:37,BG-20251116-01919,Successful,CUST107931,Prime Plus,Hombegowda Nagar,Marathahalli,8.7,3.1,0,NA,0,NA,0,NA,97.06,Credit Card,1.73,4,4.4
08-11-2025,16:04:48,BG-20251108-01920,Cancelled by Customer,CUST106892,Prime SUV,Marathahalli,Indiranagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
18-11-2025,09:46:09,BG-20251118-01921,Cancelled by Driver,CUST104914,eBike,Rajajinagar 2,Srirampura,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Credit Card,NA,NA,NA
27-11-2025,17:16:22,BG-20251127-01922,Cancelled by Driver,CUST107145,Prime Sedan,Indiranagar,Rajajinagar 2,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
23-11-2025,11:44:09,BG-20251123-01923,Successful,CUST103534,Prime SUV,Banashankari,Lalbagh,8.9,5.6,0,NA,0,NA,0,NA,105.19,Cash,0.3,4.8,4.4
29-11-2025,07:52:21,BG-20251129-01924,Successful,CUST107602,Prime Plus,Yelahanka New Town,Jayanagar,5.2,3.2,0,NA,0,NA,0,NA,152.47,Credit Card,5.61,4.8,4.6
18-11-2025,21:00:03,BG-20251118-01925,Successful,CUST106833,eBike,Richmond Town,Marathahalli,1.6,3.7,0,NA,0,NA,0,NA,45.51,Wallet,9.08,5,4.4
30-11-2025,12:49:04,BG-20251130-01926,Successful,CUST104299,Mini,Ulsoor,Ulsoor,4.8,4.4,0,NA,0,NA,0,NA,150.7,Wallet,8.38,4.7,5
20-11-2025,17:09:32,BG-20251120-01927,Cancelled by Driver,CUST105786,Mini,Yelahanka,Kengeri,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
07-11-2025,22:02:40,BG-20251107-01928,Successful,CUST102220,Mini,Lalbagh,Jakkur,3.8,4.5,0,NA,0,NA,0,NA,63.56,Credit Card,1.71,4.8,3.9
03-11-2025,03:44:04,BG-20251103-01929,Incomplete,CUST102061,eBike,Cunningham Road,Kengeri,NA,NA,0,NA,0,NA,1,Customer Demand,NA,UPI,NA,NA,NA
18-11-2025,12:40:47,BG-20251118-01930,Incomplete,CUST104378,Mini,Yelahanka New Town,Indiranagar,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,UPI,0.2,NA,NA
27-11-2025,03:02:54,BG-20251127-01931,Successful,CUST103492,Prime Sedan,Marathahalli,Indiranagar,5.5,2.1,0,NA,0,NA,0,NA,97.01,Cash,0.83,4.5,5
10-11-2025,10:39:43,BG-20251110-01932,Incomplete,CUST105562,eBike,Banashankari,Banashankari,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Credit Card,2.01,NA,NA
07-11-2025,22:39:12,BG-20251107-01933,Incomplete,CUST102216,Prime Sedan,Frazer Town,Yelahanka,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,0.12,NA,NA
17-11-2025,00:49:16,BG-20251117-01934,Cancelled by Driver,CUST105212,Mini,HSR Layout,HSR Layout,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
14-11-2025,02:14:37,BG-20251114-01935,Successful,CUST107796,Prime SUV,MG Road,Marathahalli,7.7,3.9,0,NA,0,NA,0,NA,129.97,Cash,0.3,4.9,4
24-11-2025,10:08:10,BG-20251124-01936,Successful,CUST102648,Prime SUV,Frazer Town,JP Nagar,6.1,5,0,NA,0,NA,0,NA,218.77,Wallet,5.81,4.4,5
03-11-2025,15:26:52,BG-20251103-01937,Cancelled by Driver,CUST101706,Prime Plus,JP Nagar,Sirsi Circle,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Credit Card,NA,NA,NA
12-11-2025,10:02:39,BG-20251112-01938,Cancelled by Driver,CUST100414,Prime Sedan,JP Nagar,Rajankunte,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,UPI,NA,NA,NA
28-11-2025,11:01:50,BG-20251128-01939,Successful,CUST100363,Prime Plus,Banaswadi,Yeshwanthpur,6.4,3,0,NA,0,NA,0,NA,97.76,Credit Card,2.19,3.8,4.8
13-11-2025,23:12:16,BG-20251113-01940,Successful,CUST104604,Prime Sedan,Electronic City,Frazer Town,6.6,2.9,0,NA,0,NA,0,NA,163.85,UPI,6.19,4.5,4.7
02-11-2025,03:50:06,BG-20251102-01941,Cancelled by Driver,CUST107173,Prime Plus,Rajankunte,Jayanagar,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
03-11-2025,21:45:45,BG-20251103-01942,Successful,CUST103701,Bike,Whitefield,Cunningham Road,2.8,4.2,0,NA,0,NA,0,NA,55.24,Cash,5.54,4.4,3.6
05-11-2025,22:19:51,BG-20251105-01943,Successful,CUST101599,Prime SUV,Hombegowda Nagar,Electronic City,8.9,1.2,0,NA,0,NA,0,NA,104.91,Credit Card,0.3,3.9,4.5
11-11-2025,01:47:38,BG-20251111-01944,Cancelled by Customer,CUST102664,Mini,Srirampura,HSR Layout,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
08-11-2025,09:52:04,BG-20251108-01945,Cancelled by Customer,CUST106524,Auto,Jayanagar,Vijayanagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
26-11-2025,01:54:13,BG-20251126-01946,Cancelled by Customer,CUST102895,Bike,Basavanagudi,Vijayanagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
23-11-2025,11:14:37,BG-20251123-01947,Successful,CUST107645,eBike,Electronic City,Yeshwanthpur,5.9,2.7,0,NA,0,NA,0,NA,30.43,Credit Card,0.93,4.6,4.1
23-11-2025,08:57:02,BG-20251123-01948,Successful,CUST105978,Prime Plus,Kengeri,Kengeri,2.7,0.9,0,NA,0,NA,0,NA,124.97,Credit Card,3.32,4.3,4.3
12-11-2025,05:05:20,BG-20251112-01949,Successful,CUST101454,Prime SUV,HSR Layout,Vijayanagar,4.3,3.5,0,NA,0,NA,0,NA,185.66,Cash,3.94,4.3,4.5
07-11-2025,14:30:43,BG-20251107-01950,Cancelled by Customer,CUST104502,Prime SUV,Indiranagar,Gottigere,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
15-11-2025,12:40:15,BG-20251115-01951,Cancelled by Customer,CUST102334,Prime Plus,Whitefield,Jakkur,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,UPI,NA,NA,NA
24-11-2025,04:49:12,BG-20251124-01952,Successful,CUST107660,Bike,Peenya,Cunningham Road,2.4,4.3,0,NA,0,NA,0,NA,75.88,Cash,4.76,4,3.6
17-11-2025,20:13:53,BG-20251117-01953,Successful,CUST102545,Mini,Kengeri,Byatarayanapura,5.7,2.9,0,NA,0,NA,0,NA,48.15,UPI,0.3,4.3,4.4
04-11-2025,00:53:23,BG-20251104-01954,Successful,CUST105427,Auto,Yelahanka New Town,Kengeri,3.7,3.9,0,NA,0,NA,0,NA,37.36,UPI,1.37,4.4,4.7
29-11-2025,10:54:27,BG-20251129-01955,Successful,CUST103297,Bike,Kudlu Gate,Kudlu Gate,4.3,1.9,0,NA,0,NA,0,NA,55.11,Wallet,5.51,4.9,4.4
22-11-2025,10:32:21,BG-20251122-01956,Successful,CUST107281,Mini,Hebbal,Koramangala,4.3,3.7,0,NA,0,NA,0,NA,76.84,Credit Card,1.96,4.3,4.2
25-11-2025,23:00:09,BG-20251125-01957,Successful,CUST106455,Bike,Rajajinagar 2,Richmond Town,4.2,3.6,0,NA,0,NA,0,NA,50.44,Wallet,4.56,5,3.3
13-11-2025,07:02:48,BG-20251113-01958,Successful,CUST104047,Bike,Bommanahalli,Seshadripuram,1.9,2.2,0,NA,0,NA,0,NA,78.02,Cash,8.53,4.6,5
18-11-2025,21:26:26,BG-20251118-01959,Successful,CUST102228,Bike,Byatarayanapura,Adugodi,2.8,4.6,0,NA,0,NA,0,NA,76.44,Credit Card,8.28,4.9,4.6
01-11-2025,08:36:24,BG-20251101-01960,Cancelled by Customer,CUST105677,Prime Sedan,Sadashivanagar,Lalbagh,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Cash,NA,NA,NA
16-11-2025,11:39:01,BG-20251116-01961,Successful,CUST102503,Bike,Outer Ring Road,HSR Layout,5.9,4.2,0,NA,0,NA,0,NA,34.07,UPI,0.95,4.9,4.2
13-11-2025,20:15:18,BG-20251113-01962,Successful,CUST101274,Mini,Hebbal,MG Road,6.6,3.4,0,NA,0,NA,0,NA,102.49,UPI,3.72,3.8,4.3
10-11-2025,14:38:03,BG-20251110-01963,Successful,CUST102076,Bike,Peenya,Bellandur,3.5,3,0,NA,0,NA,0,NA,32.28,Cash,0.3,4.7,5
12-11-2025,00:13:21,BG-20251112-01964,Cancelled by Driver,CUST101830,Mini,Marathahalli,Marathahalli,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Credit Card,NA,NA,NA
30-11-2025,13:19:25,BG-20251130-01965,Successful,CUST101898,Prime Sedan,Rajajinagar 2,Rajajinagar,5.9,2.4,0,NA,0,NA,0,NA,95.27,UPI,1.53,4.3,3.9
02-11-2025,23:41:09,BG-20251102-01966,Cancelled by Customer,CUST101176,Prime Plus,Srirampura,Vijayanagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
23-11-2025,02:46:09,BG-20251123-01967,Incomplete,CUST107273,Bike,Sadashivanagar,Kudlu Gate,NA,NA,0,NA,0,NA,1,Other Issue,NA,UPI,NA,NA,NA
03-11-2025,09:59:29,BG-20251103-01968,Successful,CUST106696,Prime SUV,Bellandur,Sommanna Halli,5.6,3.3,0,NA,0,NA,0,NA,119.14,UPI,0.33,4.1,4.3
10-11-2025,22:51:09,BG-20251110-01969,Successful,CUST104406,Auto,Frazer Town,Banashankari,4.8,3,0,NA,0,NA,0,NA,39.74,Credit Card,2.65,4.6,3.5
02-11-2025,09:00:49,BG-20251102-01970,Successful,CUST103597,Mini,Byatarayanapura,Yelahanka New Town,4.4,2.9,0,NA,0,NA,0,NA,113.22,Credit Card,4.8,4.5,4.2
30-11-2025,07:08:25,BG-20251130-01971,Successful,CUST105839,Prime Plus,Byatarayanapura,Hebbal,5.5,3.4,0,NA,0,NA,0,NA,81.23,Wallet,0.3,4.1,4.7
27-11-2025,16:45:03,BG-20251127-01972,Successful,CUST106432,Auto,Kengeri,Yeshwanthpur,2.8,4.7,0,NA,0,NA,0,NA,71.56,UPI,8.12,5,4.9
23-11-2025,07:52:43,BG-20251123-01973,Successful,CUST106152,Auto,Banaswadi,Banaswadi,3.5,3.4,0,NA,0,NA,0,NA,69.18,Wallet,7.18,4.3,4.5
13-11-2025,08:32:00,BG-20251113-01974,Cancelled by Driver,CUST105049,Mini,Marathahalli,Adugodi,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
13-11-2025,02:46:12,BG-20251113-01975,Successful,CUST100068,Bike,Banaswadi,Sahakara Nagar,4.6,2.4,0,NA,0,NA,0,NA,87.55,Cash,11.42,4.2,4.8
18-11-2025,09:15:51,BG-20251118-01976,Successful,CUST107074,Bike,Jakkur,MG Road,2.9,4.1,0,NA,0,NA,0,NA,26.75,Wallet,4.08,4.8,4.6
03-11-2025,10:02:25,BG-20251103-01977,Cancelled by Driver,CUST107020,Prime SUV,Jakkur,Jayanagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Cash,NA,NA,NA
27-11-2025,15:37:15,BG-20251127-01978,Incomplete,CUST102801,Prime Sedan,Gottigere,Gottigere,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Cash,NA,NA,NA
07-11-2025,04:07:35,BG-20251107-01979,Cancelled by Customer,CUST104255,Prime Plus,Hombegowda Nagar,Yelahanka New Town,NA,NA,1,AC is not working,0,NA,0,NA,NA,Wallet,NA,NA,NA
14-11-2025,10:02:49,BG-20251114-01980,Successful,CUST100463,Prime Plus,Nagarbhavi,Rajankunte,7.2,1.6,0,NA,0,NA,0,NA,106.07,Cash,2.35,4.2,4.8
20-11-2025,12:53:24,BG-20251120-01981,Cancelled by Customer,CUST102926,Mini,Sommanna Halli,Domlur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
29-11-2025,05:26:09,BG-20251129-01982,Successful,CUST107543,Prime Sedan,Banaswadi,Banaswadi,4,3.8,0,NA,0,NA,0,NA,107.29,Cash,2.65,5,4.9
30-11-2025,15:07:17,BG-20251130-01983,Successful,CUST105785,Bike,Shivajinagar,Basavanagudi,3.4,4.2,0,NA,0,NA,0,NA,57.66,UPI,2.54,4.5,4.3
17-11-2025,13:28:26,BG-20251117-01984,Successful,CUST106058,Prime SUV,Rajajinagar 2,Srirampura,6,4.4,0,NA,0,NA,0,NA,194.46,Wallet,4.75,5,4.4
29-11-2025,07:08:58,BG-20251129-01985,Successful,CUST100555,Auto,Chamarajpet,Vijayanagar,3.9,2.1,0,NA,0,NA,0,NA,50.88,UPI,3.12,4.5,5
30-11-2025,01:52:52,BG-20251130-01986,Successful,CUST104705,eBike,Cunningham Road,Cunningham Road,6,7.1,0,NA,0,NA,0,NA,23.94,Wallet,0.99,4.1,4.6
21-11-2025,05:28:51,BG-20251121-01987,Cancelled by Customer,CUST101152,Prime Plus,Marathahalli,Domlur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
12-11-2025,02:48:51,BG-20251112-01988,Successful,CUST107650,eBike,Yelahanka,Yeshwanthpur,4.4,3.8,0,NA,0,NA,0,NA,33.44,UPI,0.34,4.7,4.8
25-11-2025,18:25:24,BG-20251125-01989,Successful,CUST103506,Prime Plus,JP Nagar,Sirsi Circle,7.6,5,0,NA,0,NA,0,NA,99.53,Wallet,2.35,4.3,4.5
16-11-2025,15:01:37,BG-20251116-01990,Successful,CUST100434,Mini,Frazer Town,Frazer Town,8,4.1,0,NA,0,NA,0,NA,92.33,Cash,4.47,4.8,4.2
24-11-2025,22:42:00,BG-20251124-01991,Successful,CUST100933,Auto,Hebbal,Rajajinagar,3.8,1.3,0,NA,0,NA,0,NA,55.68,Cash,2.47,3.9,4.3
12-11-2025,00:48:09,BG-20251112-01992,Successful,CUST107173,Prime Plus,Outer Ring Road,Yeshwanthpur,6.4,1.9,0,NA,0,NA,0,NA,83.41,UPI,1.27,4.5,4.9
15-11-2025,02:39:29,BG-20251115-01993,Cancelled by Driver,CUST101676,Bike,Kalyan Nagar,Kalyan Nagar,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
25-11-2025,21:01:17,BG-20251125-01994,Successful,CUST107904,Prime Plus,MG Road,Kalyan Nagar,10.4,3.9,0,NA,0,NA,0,NA,102.94,UPI,2.59,4.2,4
10-11-2025,23:39:52,BG-20251110-01995,Successful,CUST106178,Prime SUV,Jayanagar,Frazer Town,6.6,3.2,0,NA,0,NA,0,NA,108.13,Wallet,0.3,4.8,4.1
30-11-2025,21:31:10,BG-20251130-01996,Successful,CUST105978,Prime Plus,Richmond Town,Rajajinagar 2,6.7,3.4,0,NA,0,NA,0,NA,138.84,Wallet,5.1,5,3.8
25-11-2025,02:06:52,BG-20251125-01997,Successful,CUST104853,eBike,Byatarayanapura,Domlur,4,3.9,0,NA,0,NA,0,NA,22.92,Credit Card,0.82,4.9,4.9
07-11-2025,14:20:44,BG-20251107-01998,Successful,CUST107177,Prime Sedan,Jakkur,Kalyan Nagar,7.5,2.2,0,NA,0,NA,0,NA,119.57,Wallet,2.3,4.8,4.6
20-11-2025,08:54:29,BG-20251120-01999,Successful,CUST107969,Bike,Hombegowda Nagar,Domlur,5,1.4,0,NA,0,NA,0,NA,34.45,UPI,2.19,4.9,3.9
05-11-2025,22:42:21,BG-20251105-02000,Successful,CUST101920,Prime Sedan,Rajankunte,Yeshwanthpur,6.3,4.5,0,NA,0,NA,0,NA,123.09,Cash,3.22,5,5
01-11-2025,07:35:31,BG-20251101-02001,Successful,CUST102128,Prime SUV,Yelahanka New Town,Shivajinagar,8.6,1.1,0,NA,0,NA,0,NA,130.76,UPI,0.3,5,4.3
30-11-2025,15:31:37,BG-20251130-02002,Successful,CUST106598,Prime Sedan,Lalbagh,Vijayanagar,7.1,3.8,0,NA,0,NA,0,NA,103.76,Cash,0.81,4.2,4.9
17-11-2025,03:52:14,BG-20251117-02003,Successful,CUST100317,Prime Plus,Indiranagar,Srirampura,9,5.6,0,NA,0,NA,0,NA,67.62,UPI,0.43,4.4,4.4
03-11-2025,02:48:15,BG-20251103-02004,Cancelled by Customer,CUST105874,Prime Sedan,Gottigere,Bellandur,NA,NA,1,AC is not working,0,NA,0,NA,NA,Cash,NA,NA,NA
13-11-2025,05:11:46,BG-20251113-02005,Successful,CUST103087,Bike,Bellandur,Kalyan Nagar,4.4,4.8,0,NA,0,NA,0,NA,45.43,UPI,2.19,4.5,5
14-11-2025,12:05:16,BG-20251114-02006,Successful,CUST101063,Prime Plus,Koramangala 4th Block,Frazer Town,4.4,5.3,0,NA,0,NA,0,NA,66.8,Cash,0.43,4.9,4.5
