Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Rating,Customer Rating,Payment Mode
2025-11-15,03:13:20,BG-20251115-02543,Successful,CUST100307,Prime Plus,Yeshwanthpur,Kundalahalli,7.3,2.1,0,,0,,0,,116.11,4.56,5.0,4.3,Credit Card
2025-11-02,01:02:27,BG-20251102-02544,Successful,CUST104416,Mini,Sommanna Halli,Kudlu Gate,5.3,1.7,0,,0,,0,,197.35,11.86,4.4,4.5,Credit Card
2025-11-04,22:03:35,BG-20251104-02545,Cancelled by Driver,CUST105750,Bike,Seshadripuram,Hombegowda Nagar,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-06,21:49:13,BG-20251106-02546,Cancelled by Driver,CUST100459,Prime Plus,Nagarbhavi,Rajajinagar,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-07,06:53:35,BG-20251107-02547,Successful,CUST100649,Auto,Hebbal,Hebbal,5.3,3.0,0,,0,,0,,33.39,1.82,4.9,4.4,UPI
2025-11-10,23:28:20,BG-20251110-02548,Successful,CUST105066,Auto,Rajankunte,Byatarayanapura,3.1,5.2,0,,0,,0,,72.5,5.22,5.0,4.3,UPI
2025-11-19,06:51:54,BG-20251119-02549,Successful,CUST103997,Prime Plus,Whitefield 2,Sahakara Nagar,5.4,2.6,0,,0,,0,,78.08,0.87,4.2,5.0,Wallet
2025-11-19,05:14:50,BG-20251119-02550,Successful,CUST100675,Prime SUV,Hombegowda Nagar,Hombegowda Nagar,7.6,3.0,0,,0,,0,,129.48,0.45,4.4,4.8,UPI
2025-11-26,17:05:09,BG-20251126-02551,Cancelled by Driver,CUST105754,Mini,Whitefield,Rajajinagar 2,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-22,17:10:24,BG-20251122-02552,Cancelled by Driver,CUST103424,Bike,Yeshwanthpur,Sahakara Nagar,,,0,,1,The customer was coughing/sick,0,,,,,,Credit Card
2025-11-29,01:18:45,BG-20251129-02553,Cancelled by Driver,CUST104196,Prime Plus,Lalbagh,Kundalahalli,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-12,12:00:05,BG-20251112-02554,Successful,CUST100000,Auto,Electronic City,Electronic City,5.4,0.9,0,,0,,0,,35.18,0.48,4.9,3.6,Wallet
2025-11-03,05:44:44,BG-20251103-02555,Successful,CUST106024,Mini,Hombegowda Nagar,Kalyan Nagar,5.7,2.4,0,,0,,0,,200.43,11.36,4.3,4.4,Wallet
2025-11-13,16:05:11,BG-20251113-02556,Successful,CUST102024,Prime Plus,HSR Layout,Indiranagar,7.3,3.6,0,,0,,0,,104.19,1.61,4.3,4.4,Credit Card
2025-11-18,03:38:12,BG-20251118-02557,Successful,CUST103751,Prime Plus,Yeshwanthpur,Basavanagudi,7.1,4.1,0,,0,,0,,85.47,0.39,4.3,4.8,Wallet
2025-11-08,11:02:50,BG-20251108-02558,Successful,CUST103044,eBike,Kundalahalli,Richmond Town,4.0,2.4,0,,0,,0,,20.34,0.39,5.0,3.6,Wallet
2025-11-21,07:04:17,BG-20251121-02559,Successful,CUST107714,Prime SUV,Rajajinagar,Rajajinagar,7.8,3.0,0,,0,,0,,157.74,2.07,3.8,4.9,UPI
2025-11-15,19:54:27,BG-20251115-02560,Cancelled by Customer,CUST105618,eBike,Bommanahalli,Rajajinagar,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-01,17:28:14,BG-20251101-02561,Cancelled by Customer,CUST101534,Prime Sedan,Banashankari,Indiranagar,,,1,AC is not working,0,,0,,,,,,Wallet
2025-11-03,17:01:45,BG-20251103-02562,Successful,CUST101713,Mini,Indiranagar,Indiranagar,2.9,3.8,0,,0,,0,,141.35,6.63,4.4,4.5,Credit Card
2025-11-26,03:30:12,BG-20251126-02563,Cancelled by Customer,CUST106810,Bike,Richmond Town,Marathahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-08,21:50:27,BG-20251108-02564,Successful,CUST100732,Bike,Vijayanagar,Kundalahalli,5.7,4.1,0,,0,,0,,55.88,7.06,4.4,4.7,Wallet
2025-11-04,10:18:09,BG-20251104-02565,Successful,CUST101643,Mini,Kalyan Nagar,Sirsi Circle,2.9,5.0,0,,0,,0,,70.0,1.25,5.0,4.3,Cash
2025-11-16,14:28:57,BG-20251116-02566,Successful,CUST102283,Mini,Srirampura,Nagarbhavi,5.1,3.3,0,,0,,0,,60.9,0.55,3.6,4.9,Cash
2025-11-30,00:09:19,BG-20251130-02567,Cancelled by Driver,CUST100730,Bike,Hombegowda Nagar,Kundalahalli,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-23,18:24:09,BG-20251123-02568,Successful,CUST105438,Mini,Rajajinagar 2,Jakkur,4.3,4.8,0,,0,,0,,105.72,3.89,4.4,4.4,Cash
2025-11-10,10:22:41,BG-20251110-02569,Successful,CUST107509,Prime Plus,Sahakara Nagar,Cunningham Road,6.9,3.5,0,,0,,0,,85.72,1.53,4.4,4.3,Wallet
2025-11-12,22:25:20,BG-20251112-02570,Cancelled by Customer,CUST103704,Auto,Sommanna Halli,Sahakara Nagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-14,04:14:21,BG-20251114-02571,Successful,CUST102053,Auto,Adugodi,Peenya,3.3,6.7,0,,0,,0,,49.5,1.33,4.5,5.0,Cash
2025-11-14,05:39:32,BG-20251114-02572,Successful,CUST107250,Prime Plus,Shivajinagar,Banaswadi,6.3,4.5,0,,0,,0,,136.18,4.76,4.5,4.5,Credit Card
2025-11-02,15:22:35,BG-20251102-02573,Successful,CUST104021,Prime SUV,Vijayanagar,Outer Ring Road,6.5,5.1,0,,0,,0,,179.46,3.7,4.7,3.8,Cash
2025-11-23,16:05:20,BG-20251123-02574,Incomplete,CUST101596,Bike,Kundalahalli,Kundalahalli,,,0,,0,,1,Customer Demand,,,,,Wallet
2025-11-05,09:02:24,BG-20251105-02575,Successful,CUST106374,Mini,Kengeri,Byatarayanapura,8.5,5.5,0,,0,,0,,98.49,4.04,4.6,4.8,Cash
2025-11-05,00:00:37,BG-20251105-02576,Successful,CUST104924,eBike,Outer Ring Road,Electronic City,1.5,3.9,0,,0,,0,,45.5,3.65,5.0,5.0,Credit Card
2025-11-06,11:57:12,BG-20251106-02577,Successful,CUST106826,eBike,Kudlu Gate,Kudlu Gate,3.0,4.0,0,,0,,0,,67.11,5.78,5.0,4.4,Wallet
2025-11-13,21:43:53,BG-20251113-02578,Successful,CUST107467,Auto,Domlur,Chamarajpet,4.4,4.1,0,,0,,0,,36.68,0.49,4.9,3.5,UPI
2025-11-09,11:30:20,BG-20251109-02579,Successful,CUST101506,eBike,Chamarajpet,Koramangala 4th Block,4.8,2.4,0,,0,,0,,26.77,4.65,4.4,3.9,Cash
2025-11-30,09:36:40,BG-20251130-02580,Successful,CUST106281,Prime Plus,Seshadripuram,Malleshwaram,3.2,5.8,0,,0,,0,,131.9,4.43,5.0,4.0,UPI
2025-11-22,13:24:45,BG-20251122-02581,Successful,CUST100854,Auto,Yelahanka,Cunningham Road,5.7,5.0,0,,0,,0,,27.96,0.37,4.1,5.0,Cash
2025-11-28,17:13:28,BG-20251128-02582,Incomplete,CUST105591,eBike,HSR Layout,Jayanagar,,,0,,0,,1,Customer Demand,,,,,UPI
2025-11-29,01:26:07,BG-20251129-02583,Incomplete,CUST103288,Prime SUV,Yeshwanthpur,Malleshwaram,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-15,00:07:12,BG-20251115-02584,Successful,CUST107906,Prime Sedan,Hombegowda Nagar,Banaswadi,6.8,4.4,0,,0,,0,,69.43,0.3,4.4,4.6,UPI
2025-11-14,19:21:27,BG-20251114-02585,Successful,CUST107213,eBike,Peenya,Bommanahalli,2.5,2.8,0,,0,,0,,29.25,1.95,4.9,5.0,Wallet
2025-11-24,19:59:07,BG-20251124-02586,Incomplete,CUST107207,Bike,Outer Ring Road,Bommanahalli,,,0,,0,,1,Vehicle Breakdown,,0.77,,,Wallet
2025-11-07,14:08:23,BG-20251107-02587,Cancelled by Driver,CUST104026,Auto,Malleshwaram,Kudlu Gate,,,0,,1,The customer was coughing/sick,0,,,,,,Credit Card
2025-11-25,15:02:29,BG-20251125-02588,Cancelled by Customer,CUST105956,Bike,Bommanahalli,Whitefield,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-20,15:46:08,BG-20251120-02589,Successful,CUST106433,Prime SUV,Richmond Town,Richmond Town,7.9,5.0,0,,0,,0,,134.93,2.17,5.0,4.5,Wallet
2025-11-02,16:43:04,BG-20251102-02590,Successful,CUST105678,Prime Plus,Cunningham Road,Gottigere,3.6,3.7,0,,0,,0,,131.93,5.0,4.5,3.3,Wallet
2025-11-07,18:16:32,BG-20251107-02591,Incomplete,CUST101732,Mini,Nagarbhavi,Rajankunte,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-06,09:17:19,BG-20251106-02592,Successful,CUST107322,Prime Sedan,Vijayanagar,Hombegowda Nagar,4.8,2.8,0,,0,,0,,80.73,1.64,4.8,4.3,Wallet
2025-11-17,09:14:17,BG-20251117-02593,Successful,CUST106967,Prime Sedan,Sommanna Halli,Hombegowda Nagar,7.2,5.4,0,,0,,0,,83.82,1.24,4.4,4.0,UPI
2025-11-27,12:24:34,BG-20251127-02594,Successful,CUST101862,Bike,Srirampura,Seshadripuram,1.6,3.1,0,,0,,0,,50.67,1.73,4.4,4.3,Credit Card
2025-11-25,14:14:08,BG-20251125-02595,Successful,CUST107235,eBike,Electronic City,Basavanagudi,2.5,4.7,0,,0,,0,,20.56,2.18,4.8,4.5,Wallet
2025-11-25,23:13:22,BG-20251125-02596,Cancelled by Driver,CUST101688,Prime SUV,Yeshwanthpur,Yeshwanthpur,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-28,12:36:11,BG-20251128-02597,Successful,CUST107483,Prime Sedan,Whitefield 2,Whitefield 2,2.7,2.2,0,,0,,0,,72.52,0.63,5.0,4.8,Cash
2025-11-02,18:53:16,BG-20251102-02598,Cancelled by Driver,CUST103685,Bike,Kalyan Nagar,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,,UPI
2025-11-03,10:21:37,BG-20251103-02599,Successful,CUST106363,eBike,Rajajinagar 2,Gottigere,2.8,4.8,0,,0,,0,,48.38,3.68,4.3,4.7,UPI
2025-11-05,15:04:33,BG-20251105-02600,Successful,CUST105740,Auto,Jakkur,Sirsi Circle,4.8,1.9,0,,0,,0,,36.2,0.78,3.6,4.8,Wallet
2025-11-05,17:00:56,BG-20251105-02601,Successful,CUST105924,Bike,Sirsi Circle,Lalbagh,2.0,1.5,0,,0,,0,,22.1,0.35,4.4,4.4,Credit Card
2025-11-01,09:39:03,BG-20251101-02602,Cancelled by Customer,CUST103303,Bike,Whitefield 2,Whitefield 2,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-08,19:05:52,BG-20251108-02603,Successful,CUST106619,Auto,Hombegowda Nagar,Hombegowda Nagar,6.2,4.9,0,,0,,0,,45.64,2.1,4.7,4.1,Cash
2025-11-12,22:10:03,BG-20251112-02604,Successful,CUST103530,Mini,Srirampura,Srirampura,8.4,4.1,0,,0,,0,,110.07,3.94,4.5,4.1,Cash
2025-11-24,20:51:57,BG-20251124-02605,Successful,CUST107296,eBike,Koramangala,Koramangala,4.5,1.8,0,,0,,0,,28.14,1.69,5.0,4.5,Cash
2025-11-04,19:27:31,BG-20251104-02606,Successful,CUST102828,eBike,HSR Layout,Bommanahalli,1.7,1.7,0,,0,,0,,43.19,2.65,4.5,4.6,Wallet
2025-11-13,06:07:56,BG-20251113-02607,Successful,CUST107077,Prime Plus,Malleshwaram,Koramangala,4.4,2.8,0,,0,,0,,59.39,0.62,4.5,3.9,UPI
2025-11-23,20:55:12,BG-20251123-02608,Successful,CUST105612,Prime Sedan,Electronic City,Yelahanka,6.2,6.4,0,,0,,0,,99.11,1.06,4.4,4.1,Cash
2025-11-15,00:49:23,BG-20251115-02609,Cancelled by Driver,CUST101456,Bike,Yelahanka New Town,Koramangala,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-11,20:05:22,BG-20251111-02610,Successful,CUST101595,Prime SUV,Sirsi Circle,HSR Layout,5.6,4.4,0,,0,,0,,151.3,2.5,4.5,4.5,UPI
2025-11-10,03:51:06,BG-20251110-02611,Successful,CUST102006,Auto,Banashankari,Sommanna Halli,6.4,2.9,0,,0,,0,,45.38,3.34,4.1,5.0,Wallet
2025-11-03,08:58:25,BG-20251103-02612,Successful,CUST102654,Prime Plus,Byatarayanapura,Kudlu Gate,6.4,3.3,0,,0,,0,,91.0,1.07,4.5,4.1,Cash
2025-11-22,17:20:03,BG-20251122-02613,Cancelled by Driver,CUST106700,Prime SUV,Frazer Town,Electronic City,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-14,23:01:36,BG-20251114-02614,Cancelled by Customer,CUST103738,eBike,Sadashivanagar,Ulsoor,,,1,Wrong Address,0,,0,,,,,,Wallet
2025-11-16,09:06:53,BG-20251116-02615,Incomplete,CUST102492,eBike,JP Nagar,Gottigere,,,0,,0,,1,Other Issue,,,,,UPI
2025-11-10,18:32:09,BG-20251110-02616,Successful,CUST101945,Bike,Kudlu Gate,Vijayanagar,3.0,5.3,0,,0,,0,,94.35,9.93,4.7,3.3,Wallet
2025-11-29,16:51:26,BG-20251129-02617,Cancelled by Customer,CUST102318,Mini,Malleshwaram,Kengeri,,,1,AC is not working,0,,0,,,,,,Credit Card
2025-11-10,01:15:12,BG-20251110-02618,Successful,CUST106355,Auto,Rajajinagar,Yeshwanthpur,4.7,1.8,0,,0,,0,,28.93,1.17,4.3,4.1,Cash
2025-11-12,06:17:46,BG-20251112-02619,Successful,CUST103367,Prime Plus,Frazer Town,Yelahanka New Town,5.6,5.1,0,,0,,0,,64.31,1.43,4.4,4.4,UPI
2025-11-30,04:37:10,BG-20251130-02620,Successful,CUST103149,eBike,Bommanahalli,Gottigere,3.3,2.0,0,,0,,0,,43.78,3.33,4.9,4.6,Cash
2025-11-09,20:41:59,BG-20251109-02621,Successful,CUST107639,Prime Sedan,Electronic City,Byatarayanapura,5.5,3.3,0,,0,,0,,197.99,8.76,4.5,4.9,UPI
2025-11-01,00:10:36,BG-20251101-02622,Successful,CUST101888,Bike,Jakkur,Kundalahalli,6.1,4.9,0,,0,,0,,22.88,2.12,4.3,4.7,UPI
2025-11-05,01:02:55,BG-20251105-02623,Successful,CUST105844,Mini,Jakkur,Rajajinagar 2,5.9,3.6,0,,0,,0,,55.24,0.9,4.4,5.0,UPI
2025-11-20,18:52:37,BG-20251120-02624,Cancelled by Driver,CUST107517,Mini,Kudlu Gate,Nagarbhavi,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-08,17:56:31,BG-20251108-02625,Cancelled by Customer,CUST101547,eBike,Bommanahalli,Rajankunte,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-11,21:49:21,BG-20251111-02626,Successful,CUST100462,Prime SUV,Jayanagar,Sirsi Circle,5.5,4.6,0,,0,,0,,103.85,0.3,4.1,4.0,Wallet
2025-11-12,20:46:56,BG-20251112-02627,Successful,CUST103687,Mini,Basavanagudi,Byatarayanapura,9.5,3.5,0,,0,,0,,171.16,10.63,4.7,4.8,UPI
2025-11-01,03:09:11,BG-20251101-02628,Successful,CUST104978,Prime Sedan,Shivajinagar,Outer Ring Road,3.1,2.0,0,,0,,0,,83.63,0.3,4.5,5.0,Cash
2025-11-25,15:19:44,BG-20251125-02629,Successful,CUST102529,Bike,Whitefield 2,Bellandur,5.5,3.8,0,,0,,0,,31.35,3.47,4.5,5.0,Wallet
2025-11-22,19:13:00,BG-20251122-02630,Successful,CUST102795,Prime Plus,Hombegowda Nagar,Hombegowda Nagar,4.6,2.0,0,,0,,0,,102.37,1.21,5.0,5.0,Cash
2025-11-20,22:41:18,BG-20251120-02631,Successful,CUST101949,eBike,Sommanna Halli,Marathahalli,5.8,1.9,0,,0,,0,,19.8,0.3,4.9,4.1,Wallet
2025-11-28,20:21:49,BG-20251128-02632,Successful,CUST101594,Bike,Marathahalli,Kudlu Gate,4.6,2.2,0,,0,,0,,33.22,0.48,4.7,4.0,Credit Card
2025-11-25,02:59:38,BG-20251125-02633,Successful,CUST106842,Bike,Malleshwaram,Hebbal,5.6,5.5,0,,0,,0,,24.02,0.3,4.2,4.3,Cash
2025-11-11,03:28:21,BG-20251111-02634,Cancelled by Customer,CUST106087,Prime Sedan,Sirsi Circle,Gottigere,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-05,00:35:08,BG-20251105-02635,Successful,CUST103718,Bike,Yelahanka,Chamarajpet,2.4,5.5,0,,0,,0,,46.1,4.68,4.2,4.5,UPI
2025-11-15,10:06:22,BG-20251115-02636,Cancelled by Driver,CUST104545,Prime SUV,Banashankari,Hombegowda Nagar,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-05,21:03:07,BG-20251105-02637,Cancelled by Driver,CUST105339,Mini,Yelahanka,Nagarbhavi,,,0,,1,More than permitted people in there,0,,,,,,Wallet
2025-11-12,06:29:01,BG-20251112-02638,Cancelled by Customer,CUST107161,Bike,Bellandur,Jayanagar,,,1,Wrong Address,0,,0,,,,,,Wallet
2025-11-05,21:26:54,BG-20251105-02639,Cancelled by Customer,CUST102143,Auto,Koramangala 4th Block,Koramangala,,,1,Change of plans,0,,0,,,,,,Wallet
2025-11-17,03:59:27,BG-20251117-02640,Successful,CUST100864,eBike,Richmond Town,Rajajinagar 2,5.7,4.3,0,,0,,0,,43.28,3.61,5.0,4.6,Credit Card
2025-11-17,19:24:28,BG-20251117-02641,Successful,CUST104412,eBike,Sirsi Circle,Cunningham Road,5.7,3.3,0,,0,,0,,47.68,4.71,4.4,4.5,Credit Card
2025-11-24,03:20:02,BG-20251124-02642,Cancelled by Customer,CUST104936,Auto,Gottigere,Rajajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-12,23:50:20,BG-20251112-02643,Cancelled by Customer,CUST103572,Mini,Byatarayanapura,Kengeri,,,1,Change of plans,0,,0,,,,,,Wallet
2025-11-24,16:39:09,BG-20251124-02644,Successful,CUST104443,eBike,Shivajinagar,Bommanahalli,5.4,3.1,0,,0,,0,,38.59,3.98,4.1,5.0,UPI
2025-11-28,04:21:40,BG-20251128-02645,Incomplete,CUST105321,Mini,Banaswadi,Vijayanagar,,,0,,0,,1,Vehicle Breakdown,,0.59,,,UPI
2025-11-15,22:01:45,BG-20251115-02646,Cancelled by Customer,CUST102578,Prime Sedan,Kundalahalli,Koramangala,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-15,17:22:23,BG-20251115-02647,Successful,CUST104111,Prime Sedan,HSR Layout,Basavanagudi,6.6,1.8,0,,0,,0,,82.85,1.11,4.2,4.6,UPI
2025-11-06,08:08:38,BG-20251106-02648,Successful,CUST102711,Prime Plus,Sommanna Halli,Hebbal,4.5,4.5,0,,0,,0,,248.14,11.92,4.3,5.0,UPI
2025-11-12,07:40:10,BG-20251112-02649,Successful,CUST101476,Mini,Sommanna Halli,Banaswadi,5.4,3.7,0,,0,,0,,80.29,1.17,5.0,5.0,UPI
2025-11-27,20:08:19,BG-20251127-02650,Successful,CUST107281,Auto,Bommanahalli,Electronic City,4.9,2.5,0,,0,,0,,29.46,3.92,4.5,4.4,Credit Card
2025-11-29,20:22:54,BG-20251129-02651,Successful,CUST102613,Prime Sedan,Rajankunte,Malleshwaram,7.3,1.7,0,,0,,0,,139.06,4.51,5.0,3.8,UPI
2025-11-20,18:07:06,BG-20251120-02652,Successful,CUST102361,Bike,Bommanahalli,Cunningham Road,2.4,3.8,0,,0,,0,,40.65,1.06,4.9,4.5,UPI
2025-11-18,12:32:47,BG-20251118-02653,Successful,CUST102762,Prime Sedan,Jakkur,Bellandur,4.9,4.0,0,,0,,0,,111.04,1.47,5.0,4.7,Cash
2025-11-14,21:36:19,BG-20251114-02654,Cancelled by Driver,CUST106669,Bike,Lalbagh,Hombegowda Nagar,,,0,,1,The customer was coughing/sick,0,,,,,,UPI
2025-11-02,07:45:39,BG-20251102-02655,Successful,CUST104837,Mini,Kengeri,Koramangala,6.5,2.8,0,,0,,0,,58.99,0.89,3.7,4.2,Wallet
2025-11-09,17:02:45,BG-20251109-02656,Successful,CUST101719,Prime SUV,Peenya,Peenya,6.9,3.9,0,,0,,0,,165.55,3.27,4.7,3.4,Cash
2025-11-05,18:43:01,BG-20251105-02657,Cancelled by Customer,CUST107828,Auto,Richmond Town,Sahakara Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-20,12:58:30,BG-20251120-02658,Successful,CUST106966,Bike,Vijayanagar,Lalbagh,4.7,3.6,0,,0,,0,,55.81,6.49,4.4,4.7,Cash
2025-11-26,04:39:26,BG-20251126-02659,Successful,CUST104625,Auto,Sahakara Nagar,Marathahalli,4.6,3.6,0,,0,,0,,33.47,0.32,4.8,4.7,Credit Card
2025-11-29,03:33:00,BG-20251129-02660,Cancelled by Customer,CUST104458,Prime SUV,Cunningham Road,Rajajinagar,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-01,13:27:38,BG-20251101-02661,Cancelled by Customer,CUST103367,Auto,Gottigere,Kudlu Gate,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-23,15:37:01,BG-20251123-02662,Successful,CUST102115,Bike,Jakkur,HSR Layout,4.8,3.9,0,,0,,0,,41.28,0.76,5.0,4.1,UPI
2025-11-03,00:25:09,BG-20251103-02663,Cancelled by Driver,CUST103875,Auto,Basavanagudi,Nagarbhavi,,,0,,1,The customer was coughing/sick,0,,,,,,Wallet
2025-11-06,09:32:26,BG-20251106-02664,Successful,CUST104400,eBike,Basavanagudi,Whitefield,0.2,3.4,0,,0,,0,,31.9,3.23,4.7,4.4,Credit Card
2025-11-05,22:59:59,BG-20251105-02665,Cancelled by Customer,CUST107188,Prime Sedan,Kalyan Nagar,Hebbal,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-21,13:01:14,BG-20251121-02666,Successful,CUST104635,eBike,Domlur,Srirampura,0.1,2.7,0,,0,,0,,39.33,3.29,4.4,4.8,Wallet
2025-11-27,07:15:48,BG-20251127-02667,Successful,CUST103606,Prime SUV,Peenya,HSR Layout,5.6,2.7,0,,0,,0,,185.05,4.9,4.4,4.5,UPI
2025-11-05,08:45:33,BG-20251105-02668,Cancelled by Customer,CUST107800,Mini,Yeshwanthpur,Sadashivanagar,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-01,21:47:47,BG-20251101-02669,Cancelled by Customer,CUST102977,Bike,Lalbagh,Srirampura,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-17,00:22:39,BG-20251117-02670,Successful,CUST101172,Mini,Vijayanagar,Electronic City,6.4,2.6,0,,0,,0,,67.15,0.83,5.0,4.9,Cash
2025-11-19,16:45:13,BG-20251119-02671,Successful,CUST101579,Auto,Lalbagh,Koramangala,5.3,3.9,0,,0,,0,,22.75,0.77,4.6,4.3,Cash
2025-11-14,05:39:04,BG-20251114-02672,Incomplete,CUST102390,eBike,Adugodi,Chamarajpet,,,0,,0,,1,Vehicle Breakdown,,3.18,,,UPI
2025-11-12,19:22:58,BG-20251112-02673,Cancelled by Customer,CUST103835,Mini,Bellandur,Jakkur,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-10,05:43:21,BG-20251110-02674,Successful,CUST106014,Prime Sedan,Peenya,Lalbagh,10.9,5.6,0,,0,,0,,171.71,5.71,5.0,5.0,Wallet
2025-11-20,05:18:36,BG-20251120-02675,Cancelled by Driver,CUST100542,Prime Sedan,HSR Layout,Malleshwaram,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-21,15:49:45,BG-20251121-02676,Successful,CUST100413,Prime Sedan,Koramangala,Rajajinagar 2,8.9,3.9,0,,0,,0,,102.2,0.76,4.8,4.3,Cash
2025-11-18,08:33:02,BG-20251118-02677,Successful,CUST107845,Prime Sedan,Domlur,Seshadripuram,5.0,2.6,0,,0,,0,,126.92,5.01,5.0,4.9,UPI
2025-11-24,13:50:19,BG-20251124-02678,Successful,CUST105975,Prime Plus,Whitefield 2,Whitefield 2,9.1,3.3,0,,0,,0,,78.18,0.65,4.7,4.2,Cash
2025-11-27,23:26:56,BG-20251127-02679,Successful,CUST103068,Mini,Hebbal,Chamarajpet,3.0,5.3,0,,0,,0,,109.1,3.53,4.5,5.0,UPI
2025-11-11,19:10:35,BG-20251111-02680,Cancelled by Driver,CUST107472,Prime SUV,Jayanagar,Yelahanka New Town,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-30,12:20:58,BG-20251130-02681,Successful,CUST102569,eBike,Byatarayanapura,Rajajinagar 2,4.0,3.3,0,,0,,0,,23.47,2.34,4.1,4.1,Credit Card
2025-11-02,02:14:40,BG-20251102-02682,Successful,CUST102525,Bike,Adugodi,Bommanahalli,3.1,3.7,0,,0,,0,,39.8,2.12,5.0,4.7,Credit Card
2025-11-25,09:25:57,BG-20251125-02683,Successful,CUST100564,Bike,Kundalahalli,Yelahanka New Town,1.5,2.7,0,,0,,0,,20.68,0.55,5.0,3.5,Credit Card
2025-11-18,03:51:48,BG-20251118-02684,Successful,CUST104490,Prime Plus,Electronic City,Shivajinagar,7.0,3.4,0,,0,,0,,83.42,0.98,5.0,4.6,Cash
2025-11-29,21:44:47,BG-20251129-02685,Successful,CUST107390,eBike,Sahakara Nagar,Hebbal,3.1,5.7,0,,0,,0,,31.38,2.23,4.2,4.6,Credit Card
2025-11-25,13:11:22,BG-20251125-02686,Successful,CUST102376,Auto,Sommanna Halli,Basavanagudi,3.6,3.8,0,,0,,0,,45.26,1.33,4.6,4.5,Credit Card
2025-11-07,10:38:34,BG-20251107-02687,Cancelled by Customer,CUST106871,Mini,Peenya,Peenya,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-24,20:48:41,BG-20251124-02688,Successful,CUST106133,Auto,Rajankunte,Rajankunte,3.4,2.1,0,,0,,0,,31.08,2.02,4.5,3.8,Credit Card
2025-11-15,23:16:08,BG-20251115-02689,Cancelled by Customer,CUST104872,Bike,JP Nagar,Kalyan Nagar,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-11,04:23:51,BG-20251111-02690,Successful,CUST106822,Mini,Frazer Town,Kudlu Gate,5.3,4.8,0,,0,,0,,98.93,2.88,4.8,3.8,Cash
2025-11-18,05:35:25,BG-20251118-02691,Successful,CUST104422,Prime Sedan,Vijayanagar,Yeshwanthpur,9.7,2.8,0,,0,,0,,95.33,0.87,4.2,5.0,Credit Card
2025-11-23,17:20:51,BG-20251123-02692,Successful,CUST102584,Auto,Sadashivanagar,Byatarayanapura,1.5,4.3,0,,0,,0,,27.35,0.78,4.2,4.3,Credit Card
2025-11-12,12:41:48,BG-20251112-02693,Cancelled by Customer,CUST106892,eBike,Cunningham Road,Byatarayanapura,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-06,04:54:42,BG-20251106-02694,Cancelled by Driver,CUST102728,Auto,Domlur,Frazer Town,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-20,23:00:24,BG-20251120-02695,Successful,CUST106135,Prime Plus,Basavanagudi,Rajankunte,8.1,3.8,0,,0,,0,,184.1,7.65,4.5,4.1,UPI
